 Average of Dew PointC ,Unit Sales
18.16666667,4449
17.57142857,4633
16.71428571,4577
17.42857143,4570
18.85714286,4478
18.5,4767
18,4622
18.28571429,5145
19.14285714,4802
18,4991
16.57142857,4851
19.14285714,4899
17,5246
14.85714286,5065
9,5748
8.285714286,4499
7.142857143,4801
6,4894
3,6154
10.28571429,4098
6.285714286,4397
8.285714286,4359
3.4,5276
10,4844
11,3767
13.14285714,4609
8,4817
13,4543
6.571428571,5112
11.71428571,5808
10,5198
14,5000
11,5475
12.85714286,5038
11,5839
10.8,6138
13.85714286,5553
10.71428571,5547
11.85714286,5436
10.85714286,5675
12.57142857,5306
13.28571429,5472
12.85714286,5533
12.42857143,5293
13.33333333,6017
14.85714286,6756
14,5798
16.14285714,6282
18.6,6419
15.85714286,6496
16.85714286,7245
16.85714286,6081
18.71428571,6135
18,6055
17.14285714,6028
16.85714286,6015
16.71428571,6132
18.25,6240
16.71428571,6459
15.85714286,6839
17,5838
15,6218
14.28571429,6135
15.57142857,5852
14.57142857,6380
16.57142857,6080
16.5,5935
10.71428571,5861
11.14285714,6148
10.71428571,5628
9.75,7196
11.85714286,4736
12.28571429,5139
6.428571429,5364
6.428571429,7116
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,
12.85714286,
12,
9.714285714,
6.857142857,
4.428571429,
8.571428571,
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,
9,
11.14285714,
11.71428571,
12.83333333,
12.28571429,
11.57142857,
12.14285714,
11.71428571,
11,
10.28571429,
11.85714286,
12.28571429,
10,
11.42857143,
9.285714286,
13,
15.28571429,
13.71428571,
14.42857143,
14.42857143,
16.42857143,
17,
17.42857143,
16.85714286,
17,
17.6,
17.42857143,
17.14285714,
17.14285714,
16.57142857,
19,5
17.57142857,2
18,2
16.71428571,
16,12
17.85714286,2
16,
16.42857143,2
15.16666667,21
9,9
13.57142857,5
10.57142857,2
9.142857143,7
15,7
12.85714286,
10.28571429,2
8.571428571,21
4.75,21
8.285714286,22
10.42857143,31
8.571428571,92
10.71428571,87
12.71428571,159
8.285714286,101
12.42857143,149
10.57142857,153
7.285714286,150
11.57142857,227
12.71428571,348
13.14285714,364
13.66666667,368
11,460
11,560
12,581
11.8,689
11,1177
12.28571429,971
12,859
13.28571429,1245
14,914
16.14285714,980
16.85714286,873
16.42857143,1067
17.66666667,934
15.85714286,1450
16.85714286,944
19.28571429,989
18.16666667,1007
17.57142857,1002
16.71428571,1092
17.42857143,1077
18.85714286,1109
18.5,1130
18,1433
18.28571429,1176
19.14285714,1119
18,1176
16.57142857,1161
19.14285714,2600
17,2443
14.85714286,1515
9,1431
8.285714286,1369
7.142857143,1291
6,1578
3,1991
10.28571429,1537
6.285714286,1521
8.285714286,1659
3.4,2013
10,1815
11,1068
13.14285714,1173
8,1166
13,1179
6.571428571,1943
11.71428571,1560
10,1199
14,1450
11,1412
12.85714286,1371
11,1766
10.8,1926
13.85714286,1770
10.71428571,1492
11.85714286,1564
10.85714286,1550
12.57142857,1479
13.28571429,1616
12.85714286,1483
12.42857143,1478
13.33333333,2075
14.85714286,1443
14,1463
16.14285714,1920
18.6,1531
15.85714286,3175
16.85714286,1401
16.85714286,1479
18.71428571,1532
18,1529
17.14285714,1340
16.85714286,1400
16.71428571,1422
18.25,1382
16.71428571,1735
15.85714286,1435
17,1224
15,1553
14.28571429,1239
15.57142857,1194
14.57142857,1288
16.57142857,1065
16.5,1141
10.71428571,1054
11.14285714,1185
10.71428571,1656
9.75,1701
11.85714286,927
12.28571429,1241
6.428571429,1092
6.428571429,1691
5,42
0.285714286,30
7.285714286,45
6.2,66
8.571428571,44
6.142857143,57
7.142857143,30
6.4,33
10.28571429,75
10.85714286,58
11.14285714,75
11.85714286,87
14,82
9.571428571,75
7.714285714,128
12,214
12.66666667,323
13.14285714,233
13.85714286,207
13.42857143,238
14.5,299
14,319
14.42857143,342
14.57142857,453
16.42857143,402
17,420
17.28571429,507
15.85714286,367
16.42857143,412
14.25,416
14.14285714,409
15.85714286,413
15.57142857,424
16.85714286,463
18.28571429,435
16.42857143,548
16.28571429,507
12.57142857,503
14.5,485
12.71428571,593
11.57142857,522
13.57142857,627
11.8,404
11.57142857,537
12.85714286,523
12,471
9.714285714,599
6.857142857,758
4.428571429,547
8.571428571,537
6,992
9.333333333,1082
9.142857143,679
3.857142857,581
9.857142857,642
12,589
9,694
11.14285714,507
11.71428571,648
12.83333333,594
12.28571429,533
11.57142857,520
12.14285714,561
11.71428571,647
11,586
10.28571429,824
11.85714286,881
12.28571429,722
10,578
11.42857143,585
9.285714286,581
13,742
15.28571429,873
13.71428571,846
14.42857143,692
14.42857143,887
16.42857143,722
17,806
17.42857143,873
16.85714286,639
17,666
17.6,676
17.42857143,606
17.14285714,671
17.14285714,681
16.57142857,631
19,837
17.57142857,735
18,626
16.71428571,792
16,689
17.85714286,959
16,1082
16.42857143,1105
15.16666667,1109
9,1301
13.57142857,1440
10.57142857,1579
9.142857143,1765
15,2130
12.85714286,1343
10.28571429,1383
8.571428571,2080
4.75,2321
8.285714286,1895
10.42857143,1534
8.571428571,1559
10.71428571,1503
12.71428571,2131
8.285714286,1374
12.42857143,1920
10.57142857,1514
7.285714286,1507
11.57142857,1748
12.71428571,1662
13.14285714,1520
13.66666667,1788
11,2135
11,1845
12,1744
11.8,2037
11,2617
12.28571429,2143
12,1939
13.28571429,2661
14,1897
16.14285714,2063
16.85714286,1960
16.42857143,2317
17.66666667,2027
15.85714286,2953
16.85714286,1942
19.28571429,2065
18.16666667,2130
17.57142857,2219
16.71428571,2113
17.42857143,2235
18.85714286,2114
18.5,2255
18,2865
18.28571429,2139
19.14285714,2096
18,2011
16.57142857,2110
19.14285714,3763
17,3088
14.85714286,2205
9,2264
8.285714286,1870
7.142857143,1941
6,2357
3,3120
10.28571429,1961
6.285714286,2017
8.285714286,2479
3.4,3453
10,2644
11,1576
13.14285714,1804
8,1862
13,1658
6.571428571,2761
11.71428571,1977
10,1718
14,1999
11,2291
12.85714286,1910
11,2115
10.8,2471
13.85714286,2366
10.71428571,1983
11.85714286,2143
10.85714286,1982
12.57142857,1806
13.28571429,1664
12.85714286,1625
12.42857143,1501
13.33333333,2001
14.85714286,1558
14,1470
16.14285714,1895
18.6,1337
15.85714286,3195
16.85714286,1390
16.85714286,1380
18.71428571,1478
18,1297
17.14285714,1363
16.85714286,1368
16.71428571,1388
18.25,1299
16.71428571,1667
15.85714286,1483
17,1223
15,1813
14.28571429,1217
15.57142857,1337
14.57142857,1370
16.57142857,1246
16.5,1324
10.71428571,1281
11.14285714,1388
10.71428571,1997
9.75,2076
11.85714286,1106
12.28571429,1152
6.428571429,1320
6.428571429,2115
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,22
13.14285714,23
13.85714286,48
13.42857143,87
14.5,60
14,95
14.42857143,98
14.57142857,80
16.42857143,93
17,114
17.28571429,46
15.85714286,73
16.42857143,103
14.25,60
14.14285714,126
15.85714286,61
15.57142857,64
16.85714286,76
18.28571429,110
16.42857143,88
16.28571429,32
12.57142857,56
14.5,39
12.71428571,53
11.57142857,25
13.57142857,21
11.8,32
11.57142857,51
12.85714286,64
12,53
9.714285714,16
6.857142857,25
4.428571429,16
8.571428571,23
6,23
9.333333333,65
9.142857143,43
3.857142857,42
9.857142857,31
12,79
9,116
11.14285714,19
11.71428571,45
12.83333333,59
12.28571429,93
11.57142857,95
12.14285714,150
11.71428571,69
11,80
10.28571429,70
11.85714286,121
12.28571429,220
10,356
11.42857143,300
9.285714286,320
13,383
15.28571429,385
13.71428571,411
14.42857143,432
14.42857143,440
16.42857143,575
17,521
17.42857143,953
16.85714286,589
17,504
17.6,663
17.42857143,591
17.14285714,659
17.14285714,695
16.57142857,634
19,821
17.57142857,759
18,616
16.71428571,580
16,704
17.85714286,696
16,763
16.42857143,773
15.16666667,694
9,854
13.57142857,749
10.57142857,882
9.142857143,986
15,1358
12.85714286,790
10.28571429,781
8.571428571,976
4.75,1316
8.285714286,1307
10.42857143,810
8.571428571,899
10.71428571,867
12.71428571,1160
8.285714286,1133
12.42857143,998
10.57142857,975
7.285714286,1082
11.57142857,1205
12.71428571,1187
13.14285714,1170
13.66666667,1247
11,1590
11,1614
12,1459
11.8,1433
11,1608
12.28571429,1354
12,1405
13.28571429,1602
14,1446
16.14285714,1521
16.85714286,1398
16.42857143,1532
17.66666667,1503
15.85714286,2289
16.85714286,1407
19.28571429,1343
18.16666667,1497
17.57142857,1514
16.71428571,1613
17.42857143,1683
18.85714286,1539
18.5,1524
18,1788
18.28571429,1773
19.14285714,1567
18,1471
16.57142857,1465
19.14285714,1924
17,1864
14.85714286,1691
9,1816
8.285714286,1567
7.142857143,1566
6,1725
3,2757
10.28571429,1525
6.285714286,1786
8.285714286,1766
3.4,2333
10,2242
11,1405
13.14285714,1553
8,1386
13,1519
6.571428571,1881
11.71428571,1977
10,1461
14,1632
11,1747
12.85714286,1545
11,1655
10.8,2072
13.85714286,1832
10.71428571,1538
11.85714286,1820
10.85714286,1798
12.57142857,1749
13.28571429,1657
12.85714286,1724
12.42857143,1582
13.33333333,2198
14.85714286,1879
14,1598
16.14285714,2009
18.6,1836
15.85714286,3183
16.85714286,2077
16.85714286,1804
18.71428571,1952
18,1977
17.14285714,1887
16.85714286,2021
16.71428571,2062
18.25,2078
16.71428571,2649
15.85714286,2446
17,1889
15,2398
14.28571429,1916
15.57142857,2138
14.57142857,2114
16.57142857,1849
16.5,1825
10.71428571,2007
11.14285714,1964
10.71428571,2336
9.75,2753
11.85714286,1501
12.28571429,1767
6.428571429,1690
6.428571429,2458
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,2
13.57142857,7
11.8,77
11.57142857,147
12.85714286,180
12,157
9.714285714,182
6.857142857,217
4.428571429,132
8.571428571,128
6,217
9.333333333,204
9.142857143,94
3.857142857,117
9.857142857,171
12,159
9,206
11.14285714,147
11.71428571,198
12.83333333,309
12.28571429,185
11.57142857,219
12.14285714,238
11.71428571,219
11,223
10.28571429,167
11.85714286,200
12.28571429,307
10,258
11.42857143,240
9.285714286,258
13,287
15.28571429,376
13.71428571,268
14.42857143,337
14.42857143,374
16.42857143,318
17,386
17.42857143,604
16.85714286,304
17,308
17.6,394
17.42857143,335
17.14285714,366
17.14285714,389
16.57142857,407
19,519
17.57142857,438
18,367
16.71428571,318
16,370
17.85714286,321
16,369
16.42857143,377
15.16666667,357
9,524
13.57142857,418
10.57142857,414
9.142857143,500
15,853
12.85714286,404
10.28571429,446
8.571428571,661
4.75,877
8.285714286,548
10.42857143,412
8.571428571,463
10.71428571,449
12.71428571,809
8.285714286,447
12.42857143,538
10.57142857,503
7.285714286,489
11.57142857,521
12.71428571,587
13.14285714,624
13.66666667,693
11,808
11,656
12,707
11.8,621
11,776
12.28571429,491
12,508
13.28571429,790
14,639
16.14285714,633
16.85714286,628
16.42857143,760
17.66666667,699
15.85714286,1196
16.85714286,636
19.28571429,659
18.16666667,776
17.57142857,796
16.71428571,680
17.42857143,705
18.85714286,844
18.5,856
18,1031
18.28571429,814
19.14285714,751
18,725
16.57142857,728
19.14285714,703
17,693
14.85714286,916
9,921
8.285714286,734
7.142857143,1329
6,1382
3,1800
10.28571429,881
6.285714286,970
8.285714286,1230
3.4,1728
10,1442
11,764
13.14285714,885
8,860
13,764
6.571428571,1365
11.71428571,836
10,711
14,762
11,874
12.85714286,942
11,982
10.8,1202
13.85714286,856
10.71428571,828
11.85714286,1022
10.85714286,965
12.57142857,940
13.28571429,894
12.85714286,885
12.42857143,1024
13.33333333,1372
14.85714286,962
14,982
16.14285714,1284
18.6,1071
15.85714286,2126
16.85714286,1110
16.85714286,1011
18.71428571,1070
18,1099
17.14285714,1058
16.85714286,962
16.71428571,1080
18.25,1054
16.71428571,1303
15.85714286,912
17,855
15,956
14.28571429,913
15.57142857,839
14.57142857,894
16.57142857,891
16.5,1094
10.71428571,893
11.14285714,1046
10.71428571,903
9.75,1490
11.85714286,673
12.28571429,855
6.428571429,903
6.428571429,1906
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,22
7.142857143,7
6.4,5
10.28571429,76
10.85714286,144
11.14285714,205
11.85714286,502
14,788
9.571428571,671
7.714285714,930
12,1117
12.66666667,1475
13.14285714,982
13.85714286,925
13.42857143,1025
14.5,1378
14,1244
14.42857143,1309
14.57142857,1417
16.42857143,1513
17,1529
17.28571429,1709
15.85714286,1173
16.42857143,1371
14.25,1261
14.14285714,1137
15.85714286,1897
15.57142857,1441
16.85714286,1465
18.28571429,2054
16.42857143,1566
16.28571429,1476
12.57142857,1364
14.5,1584
12.71428571,1496
11.57142857,1483
13.57142857,1516
11.8,1422
11.57142857,1651
12.85714286,1642
12,1321
9.714285714,1352
6.857142857,1889
4.428571429,1299
8.571428571,1409
6,1995
9.333333333,2063
9.142857143,1313
3.857142857,1883
9.857142857,1511
12,1410
9,1609
11.14285714,1496
11.71428571,1471
12.83333333,1406
12.28571429,1596
11.57142857,1636
12.14285714,1460
11.71428571,1571
11,1537
10.28571429,1453
11.85714286,1487
12.28571429,1549
10,1525
11.42857143,1331
9.285714286,1424
13,1594
15.28571429,1409
13.71428571,1434
14.42857143,1378
14.42857143,1229
16.42857143,1216
17,1177
17.42857143,1322
16.85714286,1091
17,1215
17.6,1240
17.42857143,1133
17.14285714,1048
17.14285714,1177
16.57142857,961
19,1313
17.57142857,1030
18,1199
16.71428571,1150
16,1026
17.85714286,953
16,849
16.42857143,996
15.16666667,976
9,954
13.57142857,1041
10.57142857,825
9.142857143,839
15,1143
12.85714286,888
10.28571429,836
8.571428571,900
4.75,925
8.285714286,1007
10.42857143,801
8.571428571,1073
10.71428571,978
12.71428571,1406
8.285714286,1022
12.42857143,998
10.57142857,973
7.285714286,1002
11.57142857,883
12.71428571,946
13.14285714,783
13.66666667,737
11,722
11,914
12,950
11.8,855
11,918
12.28571429,717
12,761
13.28571429,958
14,703
16.14285714,661
16.85714286,605
16.42857143,712
17.66666667,652
15.85714286,1085
16.85714286,604
19.28571429,809
18.16666667,719
17.57142857,696
16.71428571,564
17.42857143,580
18.85714286,783
18.5,794
18,883
18.28571429,730
19.14285714,675
18,772
16.57142857,656
19.14285714,747
17,715
14.85714286,595
9,726
8.285714286,613
7.142857143,769
6,696
3,885
10.28571429,880
6.285714286,815
8.285714286,685
3.4,816
10,796
11,569
13.14285714,573
8,537
13,450
6.571428571,656
11.71428571,505
10,575
14,620
11,456
12.85714286,469
11,442
10.8,446
13.85714286,379
10.71428571,313
11.85714286,321
10.85714286,359
12.57142857,390
13.28571429,281
12.85714286,303
12.42857143,215
13.33333333,182
14.85714286,147
14,87
16.14285714,67
18.6,57
15.85714286,105
16.85714286,26
16.85714286,39
18.71428571,45
18,31
17.14285714,38
16.85714286,40
16.71428571,50
18.25,48
16.71428571,57
15.85714286,48
17,33
15,39
14.28571429,19
15.57142857,24
14.57142857,10
16.57142857,5
16.5,
10.71428571,7
11.14285714,2
10.71428571,
9.75,
11.85714286,2
12.28571429,
6.428571429,
6.428571429,
5,2197
0.285714286,1818
7.285714286,1863
6.2,1702
8.571428571,2693
6.142857143,1960
7.142857143,1715
6.4,2143
10.28571429,2420
10.85714286,2013
11.14285714,1984
11.85714286,1914
14,2109
9.571428571,2473
7.714285714,2348
12,2064
12.66666667,1888
13.14285714,1884
13.85714286,2095
13.42857143,1860
14.5,2114
14,2336
14.42857143,2256
14.57142857,1886
16.42857143,2065
17,2184
17.28571429,2822
15.85714286,1806
16.42857143,2526
14.25,2183
14.14285714,2885
15.85714286,2593
15.57142857,1905
16.85714286,2538
18.28571429,2884
16.42857143,2267
16.28571429,2193
12.57142857,2520
14.5,2226
12.71428571,2148
11.57142857,2083
13.57142857,2982
11.8,2193
11.57142857,2011
12.85714286,1805
12,1748
9.714285714,1835
6.857142857,2716
4.428571429,1556
8.571428571,2434
6,2644
9.333333333,2472
9.142857143,2146
3.857142857,1660
9.857142857,1934
12,1931
9,1786
11.14285714,1858
11.71428571,1864
12.83333333,2200
12.28571429,1740
11.57142857,1787
12.14285714,1751
11.71428571,2199
11,2039
10.28571429,3410
11.85714286,4670
12.28571429,5487
10,4301
11.42857143,5152
9.285714286,4561
13,4868
15.28571429,5750
13.71428571,4855
14.42857143,4377
14.42857143,6113
16.42857143,5542
17,5043
17.42857143,7286
16.85714286,5930
17,5462
17.6,5220
17.42857143,5059
17.14285714,4747
17.14285714,6072
16.57142857,5073
19,6322
17.57142857,5602
18,6006
16.71428571,5555
16,4717
17.85714286,4634
16,4425
16.42857143,4539
15.16666667,4271
9,8272
13.57142857,5651
10.57142857,3814
9.142857143,3803
15,5068
12.85714286,4343
10.28571429,3774
8.571428571,7132
4.75,8014
8.285714286,6626
10.42857143,3687
8.571428571,4127
10.71428571,4880
12.71428571,7530
8.285714286,5192
12.42857143,5419
10.57142857,5859
7.285714286,4576
11.57142857,4830
12.71428571,5087
13.14285714,5203
13.66666667,4584
11,7135
11,5474
12,6883
11.8,5818
11,5840
12.28571429,4725
12,5105
13.28571429,5168
14,4794
16.14285714,5032
16.85714286,6159
16.42857143,5873
17.66666667,4993
15.85714286,6751
16.85714286,5612
19.28571429,4995
18.16666667,5770
17.57142857,5448
16.71428571,5056
17.42857143,5324
18.85714286,6708
18.5,6580
18,5583
18.28571429,6058
19.14285714,5173
18,5144
16.57142857,5018
19.14285714,7671
17,8169
14.85714286,5909
9,5129
8.285714286,4381
7.142857143,5474
6,4457
3,5842
10.28571429,4800
6.285714286,3901
8.285714286,3623
3.4,4775
10,5421
11,3457
13.14285714,3290
8,3274
13,3656
6.571428571,4022
11.71428571,4385
10,3862
14,4007
11,3635
12.85714286,3971
11,8032
10.8,6489
13.85714286,4575
10.71428571,4280
11.85714286,5618
10.85714286,4355
12.57142857,4153
13.28571429,3554
12.85714286,3931
12.42857143,3587
13.33333333,4518
14.85714286,5934
14,5194
16.14285714,5185
18.6,7160
15.85714286,5585
16.85714286,4595
16.85714286,4303
18.71428571,5544
18,5447
17.14285714,4455
16.85714286,4341
16.71428571,4257
18.25,4001
16.71428571,4335
15.85714286,4585
17,4354
15,4583
14.28571429,4165
15.57142857,4856
14.57142857,4464
16.57142857,4112
16.5,3764
10.71428571,3614
11.14285714,4572
10.71428571,3765
9.75,4426
11.85714286,3552
12.28571429,2743
6.428571429,2901
6.428571429,3643
5,495
0.285714286,439
7.285714286,874
6.2,630
8.571428571,646
6.142857143,470
7.142857143,516
6.4,377
10.28571429,403
10.85714286,440
11.14285714,801
11.85714286,615
14,477
9.571428571,401
7.714285714,536
12,615
12.66666667,528
13.14285714,510
13.85714286,708
13.42857143,1009
14.5,1190
14,539
14.42857143,455
14.57142857,461
16.42857143,460
17,1268
17.28571429,1246
15.85714286,503
16.42857143,464
14.25,414
14.14285714,322
15.85714286,945
15.57142857,993
16.85714286,461
18.28571429,405
16.42857143,440
16.28571429,404
12.57142857,278
14.5,1130
12.71428571,426
11.57142857,373
13.57142857,265
11.8,763
11.57142857,368
12.85714286,561
12,335
9.714285714,707
6.857142857,655
4.428571429,200
8.571428571,807
6,1315
9.333333333,1039
9.142857143,691
3.857142857,910
9.857142857,677
12,828
9,855
11.14285714,590
11.71428571,1141
12.83333333,413
12.28571429,400
11.57142857,200
12.14285714,136
11.71428571,126
11,163
10.28571429,74
11.85714286,136
12.28571429,93
10,110
11.42857143,39
9.285714286,162
13,44
15.28571429,91
13.71428571,113
14.42857143,16
14.42857143,153
16.42857143,45
17,56
17.42857143,105
16.85714286,66
17,21
17.6,120
17.42857143,48
17.14285714,16
17.14285714,122
16.57142857,26
19,85
17.57142857,17
18,7
16.71428571,10
16,46
17.85714286,137
16,200
16.42857143,219
15.16666667,66
9,5
13.57142857,94
10.57142857,521
9.142857143,238
15,125
12.85714286,115
10.28571429,139
8.571428571,100
4.75,137
8.285714286,57
10.42857143,155
8.571428571,9
10.71428571,114
12.71428571,203
8.285714286,70
12.42857143,986
10.57142857,497
7.285714286,218
11.57142857,132
12.71428571,3451
13.14285714,977
